Name,Rating,Rating_Extremeness,Helpfulness,Helpfulness_Negative,Helpfulness_Positive,Verification,Amount_of_positive_attributes,Amount_of_negative_attributes,Amount_of_neutral_attributes,Total_amount_of_attributes,Total_amount_of_valent_attributes,Date_of_Review
DIMITRA_PATSIA,4,1,3,3,6,0,5,0,3,8,5,2021-04-15
finnsailorgr,2,1,-49,71,22,0,3,2,3,8,5,2020-12-20
karotsa30,5,2,10,2,12,0,8,0,0,8,8,2020-12-17
Natasa_Alexandropoulou,5,2,7,4,11,0,8,0,0,8,8,2020-12-02
gloup81,5,2,26,0,26,0,8,0,0,8,8,2020-10-31
Martha_123,4,1,7,5,12,0,5,0,3,8,5,2020-10-26
Panos88_Kokkalitsas,5,2,2,0,2,0,7,0,0,7,7,2022-12-10
foraditsa21,5,2,1,0,1,1,7,0,0,7,7,2022-11-22
loukp_loykp,5,2,2,1,3,0,8,0,0,8,8,2022-09-05
Steve_Mpako,3,0,2,7,9,0,4,1,3,8,5,2022-03-27
loukas_bond,5,2,3,5,8,1,7,0,1,8,7,2022-03-21
Kwney,4,1,12,0,12,0,7,0,1,8,7,2022-02-19
SmokyAce_420,5,2,9,3,12,0,7,0,1,8,7,2022-02-11
Alexandros_Chrisikopoulos,3,0,5,3,8,0,0,0,0,0,0,2022-02-08
giovanakis3,5,2,5,0,5,0,8,0,0,8,8,2022-02-08
Teta_Levaki,3,0,-6,23,17,0,6,1,1,8,7,2021-10-21
fextheo,3,0,10,7,17,0,3,0,5,8,3,2021-10-01
George_Kinis,5,2,13,0,13,0,7,0,1,8,7,2021-08-01
Aristi Italiano,1,2,-1,1,0,0,4,1,3,8,5,2024-03-06
John_B_86,4,1,-1,2,1,0,6,0,2,8,6,2024-02-05
xaris_geo5078,5,2,1,0,1,0,6,0,2,8,6,2023-12-27
tengo5545,3,0,-1,2,1,0,3,2,3,8,5,2023-08-22
Georgia_Giannidou,4,1,2,1,3,0,5,1,2,8,6,2023-05-21
Geo_Koko,3,0,-2,8,6,0,3,2,3,8,5,2023-05-13
Manolitsis_Dimitrios,2,1,-6,11,5,0,5,2,1,8,7,2023-02-17
Tasos_Bokos,1,2,-11,17,6,0,5,2,1,8,7,2023-02-01
victortremmas,3,0,0,6,6,0,4,1,3,8,5,2022-10-12
Sakis_Sitrof,3,0,2,6,8,0,3,2,3,8,5,2022-09-30
Sakis_Sitrof,3,0,1,3,4,0,3,3,2,8,6,2022-09-30
hgv,5,2,11,2,13,0,7,0,0,7,7,2022-07-23
Xrysoula_Fotsitzi,5,2,2,2,4,1,8,0,0,8,8,2022-07-12
Herc_koni,1,2,-10,16,6,0,3,2,3,8,5,2022-07-03
Ninja1,4,1,2,1,3,0,7,0,1,8,7,2022-06-27
giannisgr21,5,2,12,0,12,0,8,0,0,8,8,2022-06-19
evagalliou6,5,2,3,3,6,0,8,0,0,8,8,2022-05-13
Nikos_Lianos22,4,1,10,2,12,1,6,0,2,8,6,2022-03-18
arkudossynth,5,2,12,3,15,0,7,0,1,8,7,2022-03-11
Holbornas1908_OW,5,2,12,2,14,1,8,0,0,8,8,2022-02-19
Taxiarhisss,5,2,24,3,27,0,7,1,0,8,8,2022-01-28
Manos_Mankou,3,0,4,8,12,0,3,1,4,8,4,2022-01-15
Vassilis Gian,4,1,12,2,14,0,6,0,2,8,6,2021-11-04
sword_stelios,4,1,1,9,10,1,6,1,1,8,7,2021-11-01
giotisrm,5,2,4,4,8,0,7,0,1,8,7,2021-10-31
giorgos.jcb,1,2,-20,21,1,0,1,2,5,8,3,2023-06-24
Stratos_Raptopoulos,2,1,0,5,5,0,1,1,6,8,2,2023-06-11
ocean82,3,0,-9,11,2,0,6,0,2,8,6,2022-11-30
emiliano1996,5,2,-16,18,2,0,6,0,2,8,6,2022-09-09
syntrofos,5,2,4,0,4,1,7,0,1,8,7,2022-08-30
ocean82,3,0,-3,4,1,0,4,0,3,7,4,2022-07-18
Antony_Kalampogias,3,0,-11,12,1,0,7,0,1,8,7,2022-07-02
aggelossgourop,3,0,-1,10,9,0,0,1,0,1,1,2022-06-26
mastrogeorge_k,1,2,-35,38,3,0,3,4,1,8,7,2022-05-16
George_Zafeiropoulos,1,2,-20,23,3,0,6,0,2,8,6,2022-05-15
Panos_Panaras,4,1,2,2,4,0,6,0,2,8,6,2022-04-23
bromiaris,5,2,5,0,5,1,7,0,1,8,7,2022-04-21
Errikos_Merntanis,1,2,-13,21,8,0,5,1,2,8,6,2022-04-10
Giorgos_Chasourakis,5,2,0,13,13,0,8,0,0,8,8,2022-01-03
ANTONIS_SKILOURAKIS,1,2,-31,43,12,0,1,2,5,8,3,2021-12-10
Pantelis_Katsikis,2,1,-87,94,7,1,8,0,0,8,8,2021-12-08
CHRISTOS_KOURTELAKIS,5,2,14,0,14,0,7,0,1,8,7,2021-12-01
pourpan,4,1,-2,11,9,1,7,0,1,8,7,2021-11-05
serotonin.s,3,0,-15,34,19,0,2,1,5,8,3,2021-11-01
Nikos_Tsiatsios,5,2,0,7,7,0,8,0,0,8,8,2021-10-08
Apollon10,3,0,-11,19,8,0,0,0,0,0,0,2021-10-03
georgionik,2,1,-30,43,13,0,7,0,1,8,7,2021-08-10
Giorgos F.,2,1,-2,3,1,0,0,0,0,0,0,2024-03-08
Venie,5,2,2,0,2,0,7,0,1,8,7,2024-01-21
fotiskannes,5,2,8,1,9,0,8,0,0,8,8,2024-01-15
Captain_Chris0,4,1,1,0,1,1,7,1,0,8,8,2024-01-14
Giorgos_Gkourgkoulias,4,1,2,0,2,0,6,0,2,8,6,2024-01-03
EV_C,3,0,3,2,5,0,6,1,1,8,7,2023-11-24
Panos_TS5,4,1,-4,6,2,0,7,0,1,8,7,2023-11-06
Stefanos_Oustampasidis,4,1,0,0,0,0,7,0,1,8,7,2023-10-30
bot1101,4,1,4,1,5,0,7,0,1,8,7,2023-09-03
Elpida_mrv,4,1,6,2,8,1,6,0,2,8,6,2023-08-18
Efi_Stivaktaki,4,1,-1,2,1,0,4,1,2,7,5,2023-08-15
gigolak3226,4,1,5,0,5,0,7,0,1,8,7,2023-07-21
kost_bagi,4,1,1,0,1,0,6,1,1,8,7,2023-07-20
Anastasis_Taramas,4,1,1,1,2,0,5,1,2,8,6,2023-06-20
kostas_kostas52,5,2,5,1,6,0,7,0,1,8,7,2023-05-08
gpatounis,4,1,2,5,7,1,5,2,1,8,7,2023-05-02
Kyriakos_Savvopoulos54,4,1,3,0,3,1,7,0,1,8,7,2023-04-04
winlose6_WinLose6,5,2,9,0,9,0,7,0,1,8,7,2023-04-03
thodoros_kyriakidis,4,1,6,1,7,0,7,0,1,8,7,2023-03-08
Konstantinos_Karakasidis,5,2,0,3,3,1,8,0,0,8,8,2023-03-08
Kiki_Zouloumi,4,1,-8,13,5,1,5,0,1,6,5,2023-02-25
never_show__your_dreams,4,1,0,4,4,0,5,1,2,8,6,2023-02-18
jimskoufoglou,4,1,0,0,0,0,6,1,1,8,7,2023-02-14
Anthi_Hancock,5,2,4,0,4,1,5,0,1,6,5,2023-02-10
Giorgos F.,2,1,-1,2,1,0,0,0,0,0,0,2024-03-08
Giorgos F.,2,1,0,0,0,0,0,0,0,0,0,2024-03-08
Giorgos F.,2,1,0,1,1,0,0,0,0,0,0,2024-03-08
Giorgos F.,2,1,-1,1,0,0,0,0,0,0,0,2024-03-08
Grigoris_Siaterlis,5,2,0,1,1,0,8,0,0,8,8,2023-12-09
sofoklis apostolidis,4,1,0,0,0,0,7,0,1,8,7,2023-11-12
Δημήτρης 88,5,2,-3,4,1,1,8,0,0,8,8,2023-07-11
kyriakos3434,5,2,4,0,4,0,7,0,1,8,7,2023-03-20
K.G.B,5,2,3,0,3,0,8,0,0,8,8,2023-03-18
Θοδωρης Λατσι,5,2,3,0,3,0,7,0,1,8,7,2023-02-19
Jo9878,1,2,-6,13,7,0,6,2,0,8,8,2023-01-14
Jerry Papado,2,1,-27,31,4,0,2,1,5,8,3,2023-01-13
Panagioths_Stasinopoulos,1,2,-98,100,2,0,7,1,0,8,8,2022-10-09
eleleft,5,2,5,2,7,0,7,0,1,8,7,2022-09-04
bous_24,5,2,3,11,14,0,8,0,0,8,8,2022-08-07
Mike.s,3,0,-18,25,7,1,4,3,1,8,7,2022-07-24
gti-george,3,0,-30,43,13,0,2,1,5,8,3,2022-04-04
gewrgiadog,5,2,15,1,16,1,8,0,0,8,8,2022-04-03
Giannis_Anastasiou,3,0,-17,26,9,0,5,2,1,8,7,2022-03-18
thodoros_kyriakidis,3,0,10,14,24,0,4,2,2,8,6,2022-03-13
stelisgr,2,1,-3,17,14,1,6,0,2,8,6,2022-03-02
kes_idis77,5,2,7,6,13,0,8,0,0,8,8,2022-02-20
Giorgos_Papan93,4,1,2,6,8,0,8,0,0,8,8,2022-02-13
nikolaos_1985,5,2,20,1,21,1,7,0,1,8,7,2022-02-10
Elessar86,5,2,23,5,28,0,8,0,0,8,8,2022-02-09
Billy_Xd,3,0,-27,38,11,0,3,1,4,8,4,2022-02-09
Ionas_Koskinas,3,0,-16,35,19,1,6,1,1,8,7,2022-01-21
Κατσούλης,3,0,0,0,0,0,4,1,3,8,5,2024-03-14
honda31412,5,2,-1,1,0,1,7,1,0,8,8,2023-12-06
Gianns_tzamins,5,2,-2,2,0,0,8,0,0,8,8,2023-12-02
Stratos_Thomaidis,2,1,1,2,3,0,5,2,1,8,7,2023-12-02
Maria_Seitanidi4639,1,2,-1,3,2,0,1,0,7,8,1,2023-11-30
elizmpar,1,2,-2,4,2,0,1,2,5,8,3,2023-11-17
roulitsad,2,1,-5,8,3,0,6,2,0,8,8,2023-09-26
Argy_orf,1,2,21,6,27,0,2,2,4,8,4,2023-08-16
chrismystar,4,1,3,3,6,0,7,0,1,8,7,2023-08-13
George_mavridis4286,1,2,13,4,17,0,2,2,4,8,4,2023-07-28
Levent1c Thodoris,5,2,1,2,3,0,7,0,1,8,7,2023-07-25
g.kar,5,2,-14,24,10,0,8,0,0,8,8,2023-07-17
Vaggelis93,1,2,17,8,25,0,3,2,3,8,5,2023-07-12
Sofa_Sofatska,4,1,9,0,9,0,6,0,2,8,6,2023-05-10
Lazaros_Katanas77,2,1,0,11,11,0,4,2,2,8,6,2023-04-28
AntigoneTso,1,2,-25,29,4,0,3,2,3,8,5,2023-03-20
Little_My_009,5,2,2,3,5,1,7,0,1,8,7,2023-03-20
George_Pao3127,5,2,4,0,4,0,8,0,0,8,8,2023-03-19
Akis_Paps,3,0,4,0,4,0,5,1,2,8,6,2023-03-16
Thanos_Avramidis,2,1,-2,8,6,0,3,2,3,8,5,2023-03-15
angelos.angelos23,5,2,3,0,3,1,7,0,1,8,7,2023-03-15
Babinos1977,4,1,5,0,5,0,7,0,1,8,7,2023-03-14
r_ersi,4,1,1,3,4,1,8,0,0,8,8,2023-02-28
vix_mirgx,3,0,5,3,8,1,6,1,1,8,7,2023-02-14
Dimitrios_DECIPHERUS,5,2,0,14,14,0,7,1,0,8,8,2023-02-12
Vassilis_Koronis,5,2,7,1,8,0,8,0,0,8,8,2023-02-03
Giwrgos_Xatzhgewrgiou,3,0,-1,3,2,0,5,1,2,8,6,2023-12-20
dmitrantzias,2,1,1,6,7,0,4,2,2,8,6,2023-07-10
evangelosraft1995,4,1,2,1,3,0,4,1,2,7,5,2023-06-20
Nelo1978,5,2,2,0,2,0,8,0,0,8,8,2023-05-23
giorgos@1980,5,2,0,1,1,0,6,0,0,6,6,2023-05-14
giorgos@1980,4,1,1,0,1,0,4,0,0,4,4,2023-05-12
semmellitis,4,1,0,1,1,1,5,0,3,8,5,2023-05-03
THeokleia_Kastanioti,1,2,-17,23,6,0,2,2,4,8,4,2023-02-13
mixalis1204,4,1,7,0,7,0,6,0,2,8,6,2023-01-15
ENKI2,5,2,1,1,2,0,8,0,0,8,8,2023-01-12
pelagiasavvidou18,1,2,-20,26,6,0,2,3,3,8,5,2023-01-07
alexmabr3,4,1,3,1,4,0,6,2,0,8,8,2022-12-23
Eleni_CHatzitheodorou1473,3,0,-5,10,5,0,5,2,1,8,7,2022-12-09
ANDREAS_RIZOS,5,2,4,1,5,0,8,0,0,8,8,2022-11-25
George_Koloveas,4,1,3,2,5,0,6,1,1,8,7,2022-11-05
segleo,4,1,3,2,5,1,7,0,1,8,7,2022-10-25
X__Avg_,3,0,14,2,16,0,6,1,1,8,7,2022-09-22
Makis1955,5,2,2,1,3,0,7,0,0,7,7,2022-09-18
Nelo1978,4,1,8,0,8,0,7,0,0,7,7,2022-09-17
Kostas_Averis,5,2,7,0,7,0,8,0,0,8,8,2022-09-13
giann.george,2,1,-30,37,7,0,3,2,3,8,5,2022-08-18
akis_mpitsou,2,1,2,0,2,0,2,1,5,8,3,2022-08-11
fotis.nz,4,1,3,2,5,0,6,0,2,8,6,2022-08-08
kspy,1,2,-29,34,5,1,6,2,0,8,8,2022-08-04
Alexandros_Stampoulis,3,0,2,5,7,0,5,1,2,8,6,2023-01-31
Maria_Seitanidi4639,1,2,-1,2,1,0,1,0,7,8,1,2023-11-30
roulitsad,2,1,-4,7,3,0,6,2,0,8,8,2023-09-26
Argyroula_Mpeni,5,2,1,0,1,0,8,0,0,8,8,2024-02-07
GIORGOS_KONSTANTINOPOULOS_OFFI,4,1,-7,13,6,0,4,1,3,8,5,2023-11-04
vasilis79,5,2,6,3,9,0,7,0,1,8,7,2023-08-04
theo k,2,1,6,8,14,0,4,3,1,8,7,2023-07-31
Anastasia_Kontari,2,1,2,7,9,0,6,1,1,8,7,2023-07-22
GiannisPapagiannis FINE,3,0,-1,6,5,0,4,0,4,8,4,2023-07-15
Konstantinos_Vasileiou8259,5,2,3,0,3,0,7,0,1,8,7,2023-05-28
oxtnikos,5,2,6,0,6,0,7,0,0,7,7,2023-05-13
mkatsan,3,0,-12,16,4,0,5,1,2,8,6,2023-04-24
panitsidhs,2,1,-41,49,8,0,1,3,3,7,4,2023-04-05
bill.kleo,3,0,-19,26,7,0,4,1,3,8,5,2023-03-31
pangaea_ike,4,1,-6,12,6,1,6,0,2,8,6,2023-02-14
Nikos_Lagios57,3,0,-35,43,8,0,1,2,5,8,3,2023-02-09
Giwta_K,5,2,27,5,32,0,8,0,0,8,8,2023-01-16
Petros.Stratos,5,2,-1,13,12,0,8,0,0,8,8,2023-01-09
sakispapagiannis,5,2,11,3,14,0,7,0,1,8,7,2023-01-02
georgenikolaidis11,5,2,6,4,10,0,8,0,0,8,8,2023-01-02
dan_margarito,5,2,13,3,16,0,8,0,0,8,8,2023-01-02
paris.kenenounis,5,2,11,3,14,0,7,0,0,7,7,2023-01-01
dimagr21,5,2,11,12,23,0,7,0,1,8,7,2022-12-17
Anwnymos,5,2,24,0,24,0,8,0,0,8,8,2024-02-13
Kyiox,5,2,9,3,12,1,8,0,0,8,8,2024-01-28
Mixalis_Papanikolaou,5,2,4,3,7,1,8,0,0,8,8,2024-01-13
Super_Greak12,5,2,6,2,8,0,7,0,1,8,7,2024-01-09
Foteini_Ikonomou,3,0,-26,29,3,0,4,1,3,8,5,2024-01-08
Geo_Mark20,5,2,7,2,9,0,8,0,0,8,8,2024-01-01
scouby_doo,5,2,11,2,13,0,8,0,0,8,8,2023-12-28
Anna_Vergou7691,5,2,7,2,9,0,8,0,0,8,8,2023-12-26
Xara Kos,5,2,1,1,2,0,8,0,0,8,8,2023-12-18
doonies,5,2,8,1,9,0,7,0,1,8,7,2023-12-11
Argiris.Kontos,5,2,10,2,12,0,7,0,1,8,7,2023-12-04
Αργύρης Χριστοφόρου,5,2,13,2,15,0,8,0,0,8,8,2023-12-03
Koz Mas,5,2,1,1,2,0,8,0,0,8,8,2023-11-24
lostre4,5,2,1,3,4,0,8,0,0,8,8,2023-11-23
Emmanuel_Sofikitis,5,2,10,1,11,1,5,0,0,5,5,2023-11-14
Annie_Mpothou,4,1,-3,4,1,0,7,1,0,8,8,2023-11-12
antonis.starras,5,2,11,4,15,0,8,0,0,8,8,2023-11-12
jdran,5,2,4,1,5,1,7,0,1,8,7,2023-10-30
George_Noulas,5,2,12,2,14,0,8,0,0,8,8,2023-10-23
Anasbach,4,1,9,7,16,1,7,0,1,8,7,2023-10-12
kwstaskoukou21,5,2,9,2,11,0,7,0,1,8,7,2023-10-06
REVOLUTION867,5,2,5,4,9,1,8,0,0,8,8,2023-10-04
Mpampis o flou,5,2,22,4,26,0,8,0,0,8,8,2023-10-02
Anwnymos,5,2,23,0,23,0,8,0,0,8,8,2024-02-13
Anwnymos,5,2,18,0,18,0,8,0,0,8,8,2024-02-13
Kyiox,5,2,6,3,9,1,8,0,0,8,8,2024-01-28
Foteini_Ikonomou,3,0,-25,28,3,0,4,1,3,8,5,2024-01-08
Anwnymos,5,2,21,0,21,0,8,0,0,8,8,2024-02-13
Kyiox,5,2,8,3,11,1,8,0,0,8,8,2024-01-28
STEFAN1970,5,2,1,0,1,0,8,0,0,8,8,2024-03-13
kalliopi_ka,4,1,-5,5,0,1,6,0,2,8,6,2024-02-25
chris_zaion,5,2,4,0,4,0,8,0,0,8,8,2024-01-25
ak1988,4,1,-3,5,2,1,6,0,2,8,6,2024-01-24
sotsof41,3,0,-27,30,3,0,7,0,1,8,7,2024-01-02
txcellas,5,2,4,1,5,0,8,0,0,8,8,2023-11-29
Dimitris_Aggel,5,2,9,0,9,0,8,0,0,8,8,2023-11-26
takis13@,5,2,15,0,15,0,8,0,0,8,8,2023-11-03
vvdenise_bran,5,2,3,3,6,1,8,0,0,8,8,2023-10-06
martello1,5,2,9,7,16,0,8,0,0,8,8,2023-09-17
Ioannis_Kalfas,5,2,13,1,14,0,8,0,0,8,8,2023-08-17
george_kavarnos6747,5,2,14,1,15,0,8,0,0,8,8,2023-07-27
geofountouk,5,2,19,3,22,0,7,0,1,8,7,2023-05-18
Zak_Viemon,5,2,49,8,57,1,8,0,0,8,8,2023-05-17
geopasxmag,5,2,22,1,23,0,8,0,0,8,8,2023-05-15
KOSTAS_ALIZEYS,5,2,11,0,11,0,8,0,0,8,8,2023-05-15
kabamarou,4,1,-1,5,4,0,7,0,1,8,7,2023-05-12
giorgos@1980,5,2,5,1,6,0,8,0,0,8,8,2023-05-12
Manos_Makro,5,2,12,4,16,0,8,0,0,8,8,2023-05-01
Nelo1978,5,2,9,0,9,0,6,0,0,6,6,2023-04-29
xristinalaoudikou,5,2,10,2,12,0,8,0,0,8,8,2023-04-18
giovris.g,5,2,2,7,9,0,8,0,0,8,8,2023-03-24
elias28oct,5,2,16,3,19,1,6,0,1,7,6,2023-02-23
kalliopi_ka,4,1,-4,4,0,1,6,0,2,8,6,2024-02-25
Foteini_Ikonomou,3,0,-24,27,3,0,4,1,3,8,5,2024-01-08
T_S_A_R_O_S,5,2,6,1,7,0,6,0,2,8,6,2023-09-30
Anwnymos,5,2,22,0,22,0,8,0,0,8,8,2024-02-13
kalliopi_ka,4,1,-6,6,0,1,6,0,2,8,6,2024-02-25
kalliopi_ka,4,1,-4,4,0,1,6,0,2,8,6,2024-02-25
GButterfly,5,2,3,0,3,0,7,0,0,7,7,2024-03-01
georgio1518,5,2,18,1,19,0,8,0,0,8,8,2024-01-21
Antonis/techitnews,4,1,0,4,4,0,6,0,2,8,6,2024-01-14
aidinidi,5,2,5,0,5,0,8,0,0,8,8,2023-12-28
GButterfly,5,2,2,0,2,0,7,0,0,7,7,2024-03-01
Hospitality_Services_mykonos,5,2,0,5,5,0,7,0,1,8,7,2024-03-09
YEAH_YEAH,4,1,-1,5,4,0,8,0,0,8,8,2024-03-09
manos mad,3,0,-3,7,4,0,4,2,2,8,6,2024-03-09
alani508,5,2,2,3,5,0,8,0,0,8,8,2024-02-29
Giannis_Kanakis7415,5,2,-1,4,3,1,8,0,0,8,8,2024-02-27
elemar,3,0,-11,14,3,0,6,1,1,8,7,2024-02-24
George_Boussoulas,5,2,4,1,5,1,8,0,0,8,8,2024-02-22
SteveManMusicMemories,5,2,15,1,16,0,8,0,0,8,8,2024-02-19
mat537395,5,2,9,1,10,0,8,0,0,8,8,2024-02-15
i_GUN,5,2,5,2,7,1,8,0,0,8,8,2024-01-30
Teo.Ts,5,2,2,3,5,1,8,0,0,8,8,2024-01-28
Man7,5,2,-3,3,0,0,8,0,0,8,8,2024-01-26
Grig_Giak,5,2,6,3,9,1,8,0,0,8,8,2024-01-23
ioanrapt,5,2,-2,2,0,0,8,0,0,8,8,2024-01-18
Mariah_Simmons,5,2,3,5,8,1,8,0,0,8,8,2024-01-17
e.papaefthymiou,5,2,2,1,3,0,8,0,0,8,8,2024-01-11
sakis_koukos,5,2,24,2,26,1,8,0,0,8,8,2024-01-09
chrisanthos88,5,2,15,2,17,0,0,0,0,0,0,2024-01-09
CHristos_Skandalis80,4,1,-6,12,6,0,5,1,2,8,6,2024-01-05
R-tzas,5,2,10,1,11,1,8,0,0,8,8,2024-01-03
geopasxmag,5,2,9,4,13,0,7,0,1,8,7,2023-12-29
taggelop,2,1,-45,48,3,1,8,0,0,8,8,2023-12-27
Anna_Vergou7691,5,2,0,0,0,0,8,0,0,8,8,2024-03-17
manos mad,3,0,-4,8,4,0,4,2,2,8,6,2024-03-09
alani508,5,2,3,3,6,0,8,0,0,8,8,2024-02-29
George_Boussoulas,5,2,5,1,6,1,8,0,0,8,8,2024-02-22
Anna_Vergou7691,5,2,1,0,1,0,8,0,0,8,8,2024-03-17
manos mad,3,0,-5,9,4,0,4,2,2,8,6,2024-03-09
elemar,3,0,-12,15,3,0,6,1,1,8,7,2024-02-24
Hospitality_Services_mykonos,5,2,0,4,4,0,7,0,1,8,7,2024-03-09
YEAH_YEAH,4,1,0,4,4,0,8,0,0,8,8,2024-03-09
manos mad,3,0,-4,7,3,0,4,2,2,8,6,2024-03-09
alani508,5,2,3,2,5,0,8,0,0,8,8,2024-02-29
Giannis_Kanakis7415,5,2,0,3,3,1,8,0,0,8,8,2024-02-27
elemar,3,0,-12,14,2,0,6,1,1,8,7,2024-02-24
Teo.Ts,5,2,2,3,5,1,7,0,1,8,7,2024-01-28
Nelo1978,5,2,7,2,9,0,7,0,0,7,7,2024-02-02
gournaris.kwnstantino,5,2,5,1,6,1,8,0,0,8,8,2024-03-06
ferlemisg,5,2,10,2,12,0,8,0,0,8,8,2024-03-05
Aris_Dr,4,1,-10,11,1,0,4,0,1,5,4,2024-03-02
aidinidi,5,2,24,8,32,0,8,0,0,8,8,2024-02-05
Argiris.Kontos,5,2,23,11,34,0,8,0,0,8,8,2024-01-31
ferlemisg,5,2,12,2,14,0,8,0,0,8,8,2024-03-05
Argiris.Kontos,5,2,22,12,34,0,8,0,0,8,8,2024-01-31
CHRYSANTHOS_KONSTANTINIDIS,5,2,5,0,5,0,0,0,0,0,0,2024-03-13
giorgostrikala94,5,2,12,0,12,0,8,0,0,8,8,2024-03-10
George_Moraitis48,5,2,16,10,26,0,8,0,0,8,8,2024-03-05
kyriakos3434,5,2,5,3,8,0,8,0,0,8,8,2024-03-02
Giorgos_Koutsomp,5,2,15,2,17,1,8,0,0,8,8,2024-02-21
Jack Napier,5,2,11,3,14,0,8,0,0,8,8,2024-02-21
takis13@,5,2,20,3,23,0,8,0,0,8,8,2024-02-17
takis1981,5,2,8,9,17,0,8,0,0,8,8,2024-02-17
RHTVAN_KINTS,5,2,0,13,13,0,8,0,0,8,8,2024-02-15
Antonis/techitnews,5,2,14,7,21,0,8,0,0,8,8,2024-02-15
vaggos_aris,5,2,22,4,26,0,8,0,0,8,8,2024-02-09
Kostas_Mallikourtis,1,2,-154,168,14,1,5,1,2,8,6,2024-02-07
konstantinos_ms,5,2,-3,16,13,0,8,0,0,8,8,2024-02-03
refereeepo71,5,2,4,1,5,0,8,0,0,8,8,2024-02-03
George_Pagios,5,2,13,8,21,0,7,0,1,8,7,2024-02-02
Mr.Jol,5,2,0,16,16,1,8,0,0,8,8,2024-02-02
Argiris.Kontos,5,2,17,5,22,0,8,0,0,8,8,2024-01-31
Dimitris_Dellaportas4544,5,2,16,6,22,0,8,0,0,8,8,2024-01-31
Nelo1978,5,2,0,2,2,0,7,0,0,7,7,2024-03-16
mafiasgr2002,5,2,5,1,6,1,8,0,0,8,8,2024-03-14
CHRYSANTHOS_KONSTANTINIDIS,5,2,6,3,9,0,0,0,0,0,0,2024-03-13
giorgostrikala94,5,2,11,1,12,0,8,0,0,8,8,2024-03-10
George_Moraitis48,5,2,16,11,27,0,8,0,0,8,8,2024-03-05
Kostas_Mallikourtis,1,2,-162,176,14,1,5,1,2,8,6,2024-02-07
CHRYSANTHOS_KONSTANTINIDIS,5,2,5,4,9,0,0,0,0,0,0,2024-03-13
George_Moraitis48,5,2,17,11,28,0,8,0,0,8,8,2024-03-05
RHTVAN_KINTS,5,2,1,13,14,0,8,0,0,8,8,2024-02-15
Kostas_Mallikourtis,1,2,-164,178,14,1,5,1,2,8,6,2024-02-07
mafiasgr2002,5,2,6,0,6,1,8,0,0,8,8,2024-03-14
CHRYSANTHOS_KONSTANTINIDIS,5,2,7,2,9,0,0,0,0,0,0,2024-03-13
George_Moraitis48,5,2,17,10,27,0,8,0,0,8,8,2024-03-05
Kostas_Mallikourtis,1,2,-159,173,14,1,5,1,2,8,6,2024-02-07
Nelo1978,5,2,2,0,2,0,7,0,0,7,7,2024-03-16
CHRYSANTHOS_KONSTANTINIDIS,5,2,8,1,9,0,0,0,0,0,0,2024-03-13
Kostas_Mallikourtis,1,2,-157,171,14,1,5,1,2,8,6,2024-02-07
Nelo1978,5,2,1,0,1,0,7,0,0,7,7,2024-03-16
mafiasgr2002,5,2,4,0,4,1,8,0,0,8,8,2024-03-14
CHRYSANTHOS_KONSTANTINIDIS,5,2,7,1,8,0,0,0,0,0,0,2024-03-13
thacha47,5,2,-1,2,1,0,6,0,2,8,6,2024-01-15
mariamarts8191,4,1,0,2,2,1,7,0,1,8,7,2023-02-14
Kostas_Vrailas,1,2,-3,7,4,0,0,6,2,8,6,2023-01-10
Yiannis_Sou,4,1,2,2,4,1,8,0,0,8,8,2022-10-25
Theodore_Datseris,2,1,-2,10,8,0,1,3,4,8,4,2022-08-26
asikamin,3,0,3,1,4,0,4,0,4,8,4,2022-08-04
Antonis_M__Astrinakis,1,2,16,9,25,0,0,5,3,8,5,2021-07-15
John Tourlis,5,2,15,1,16,1,8,0,0,8,8,2023-07-16
ni_la,4,1,1,1,2,1,5,1,1,7,6,2023-06-13
Johnlantt,5,2,2,0,2,0,4,0,1,5,4,2024-03-12
george 21,5,2,11,2,13,0,6,0,2,8,6,2021-04-06
redxaris,4,1,4,4,8,0,3,1,4,8,4,2021-03-21
Steff_B,5,2,4,8,12,1,8,0,0,8,8,2021-02-25
Diri_Daxta,2,1,3,32,35,0,3,1,4,8,4,2020-11-14
Sofia_Panou48,5,2,-4,34,30,0,8,0,0,8,8,2020-08-17
Leyteris_Kasantonis,5,2,-24,50,26,0,8,0,0,8,8,2020-08-03
akhs496,5,2,29,34,63,0,7,0,1,8,7,2020-05-21
Maria_Panto,1,2,3,0,3,0,0,6,2,8,6,2023-10-24
ntan,1,2,3,2,5,0,2,3,3,8,5,2023-09-19
georgedra7,1,2,6,1,7,0,0,1,0,1,1,2023-08-19
PAPADAS_,4,1,1,2,3,0,5,1,2,8,6,2023-07-11
opelpanos,3,0,6,0,6,0,6,1,1,8,7,2023-05-31
gabriela.staneva.94,3,0,-11,13,2,1,2,1,5,8,3,2023-04-30
Dimitris_Fountas5906,5,2,-3,3,0,0,7,1,0,8,8,2023-02-22
athina1210,4,1,0,2,2,0,7,1,0,8,8,2023-01-09
Gamereviews_gr,3,0,6,2,8,0,6,1,1,8,7,2022-11-20
maimou30,1,2,10,8,18,0,6,1,0,7,7,2022-10-29
Ricos_P_,5,2,2,4,6,1,6,0,1,7,6,2022-09-21
mad_on_disney,5,2,-55,70,15,0,7,0,1,8,7,2022-05-14
